PDB_code,Source,Dataset
PDB_2qu6,PDBBind,TRAIN
PDB_2qw1,PDBBind,TEST
PDB_2qwb,PDBBind,TEST
PDB_2qwc,PDBBind,TRAIN
PDB_2qwd,PDBBind,TEST
PDB_2qwe,PDBBind,TRAIN
PDB_2qwf,PDBBind,TRAIN
PDB_2qyk,MOAD,TRAIN
PDB_2qzr,PDBBind,TRAIN
PDB_2qzz,MOAD,TEST
PDB_2r0h,PDBBind,TRAIN
PDB_2r14,MOAD,TRAIN
PDB_2r23,PDBBind,TRAIN
PDB_2r2l,MOAD,TEST
PDB_2r2m,PDBBind,TRAIN
PDB_2r2w,PDBBind,TRAIN
PDB_2r38,PDBBind,TEST
PDB_2r3t,PDBBind,TRAIN
PDB_2r3w,PDBBind,TRAIN
PDB_2r43,PDBBind,VAL
PDB_2r58,PDBBind,TRAIN
PDB_2r5a,PDBBind,TRAIN
PDB_2r5p,PDBBind,TRAIN
PDB_2r75,PDBBind,TRAIN
PDB_2r8q,MOAD,TRAIN
PDB_2r9w,PDBBind,TRAIN
PDB_2r9x,PDBBind,TRAIN
PDB_2ra0,PDBBind,TRAIN
PDB_2ra6,PDBBind,TRAIN
PDB_2rcb,PDBBind,TRAIN
PDB_2rcn,PDBBind,TRAIN
PDB_2rcu,MOAD,TRAIN
PDB_2rd6,PDBBind,VAL
PDB_2rdt,MOAD,TRAIN
PDB_2reg,PDBBind,TRAIN
PDB_2rfh,PDBBind,VAL
PDB_2rh4,MOAD,TRAIN
PDB_2ri9,PDBBind,TRAIN
PDB_2rin,PDBBind,TRAIN
PDB_2rk8,PDBBind,VAL
PDB_2rka,PDBBind,TRAIN
PDB_2rkd,PDBBind,TEST
PDB_2rke,PDBBind,VAL
PDB_2rkf,PDBBind,TRAIN
PDB_2rkg,PDBBind,TRAIN
PDB_2sim,PDBBind,TRAIN
PDB_2std,PDBBind,TRAIN
PDB_2tcl,MOAD,TRAIN
PDB_2tmn,Iridium,TRAIN
PDB_2toh,MOAD,TRAIN
PDB_2tpl,MOAD,TRAIN
PDB_2usn,PDBBind,TRAIN
PDB_2uwd,PDBBind,TRAIN
PDB_2uwl,PDBBind,TRAIN
PDB_2uwo,PDBBind,TRAIN
PDB_2uwp,PDBBind,TRAIN
PDB_2uxi,PDBBind,TRAIN
PDB_2uy3,PDBBind,VAL
PDB_2uy4,PDBBind,TRAIN
PDB_2uyn,PDBBind,TRAIN
PDB_2uyq,PDBBind,TRAIN
PDB_2uz9,PDBBind,VAL
PDB_2v00,PDBBind,TRAIN
PDB_2v2c,PDBBind,TRAIN
PDB_2v2h,PDBBind,VAL
PDB_2v2q,PDBBind,TRAIN
PDB_2v2v,PDBBind,TRAIN
PDB_2v3d,PDBBind,TRAIN
PDB_2v3u,PDBBind,TRAIN
PDB_2v4v,MOAD,TRAIN
PDB_2v54,PDBBind,TRAIN
PDB_2v57,PDBBind,TRAIN
PDB_2v58,PDBBind,TRAIN
PDB_2v59,PDBBind,TRAIN
PDB_2v72,MOAD,TRAIN
PDB_2v77,PDBBind,TRAIN
PDB_2v7a,PDBBind,TRAIN
PDB_2v7t,MOAD,TEST
PDB_2v92,MOAD,TRAIN
PDB_2v95,PDBBind,TRAIN
PDB_2vb8,PDBBind,TRAIN
PDB_2vba,PDBBind,TRAIN
PDB_2vc9,PDBBind,TEST
PDB_2ve3,MOAD,TRAIN
PDB_2ves,PDBBind,TRAIN
PDB_2vfk,PDBBind,TRAIN
PDB_2vh0,PDBBind,TEST
PDB_2vh6,PDBBind,TRAIN
PDB_2vhj,PDBBind,TRAIN
PDB_2vhw,MOAD,TRAIN
PDB_2vj8,PDBBind,TRAIN
PDB_2vjx,PDBBind,TRAIN
PDB_2vk2,PDBBind,TRAIN
PDB_2vk6,PDBBind,TRAIN
PDB_2vkm,PDBBind,VAL
PDB_2vl4,PDBBind,TRAIN
PDB_2vmc,PDBBind,TRAIN
PDB_2vmd,PDBBind,TRAIN
PDB_2vmf,PDBBind,TEST
PDB_2vmg,MOAD,TRAIN
PDB_2vni,MOAD,VAL
PDB_2vnp,PDBBind,TEST
PDB_2vnt,PDBBind,TRAIN
PDB_2vo4,PDBBind,TRAIN
PDB_2vo5,PDBBind,TRAIN
PDB_2vot,PDBBind,TRAIN
PDB_2vpn,PDBBind,TRAIN
PDB_2vpo,PDBBind,TRAIN
PDB_2vqt,PDBBind,TRAIN
PDB_2vqz,MOAD,TEST
PDB_2vrj,PDBBind,TRAIN
PDB_2vuk,PDBBind,TRAIN
PDB_2vvc,PDBBind,TRAIN
PDB_2vvn,PDBBind,TRAIN
PDB_2vvs,PDBBind,TRAIN
PDB_2vvt,MOAD,TEST
PDB_2vvu,PDBBind,TRAIN
PDB_2vvv,PDBBind,VAL
PDB_2vw1,PDBBind,TRAIN
PDB_2vw2,PDBBind,TRAIN
PDB_2vw5,PDBBind,TRAIN
PDB_2vwc,PDBBind,TRAIN
PDB_2vwl,PDBBind,TRAIN
PDB_2vwn,PDBBind,TRAIN
PDB_2vwo,PDBBind,TRAIN
PDB_2vxn,PDBBind,TRAIN
PDB_2vyt,PDBBind,TEST
PDB_2vz0,MOAD,TRAIN
PDB_2vzr,PDBBind,TEST
PDB_2w08,PDBBind,TRAIN
PDB_2w26,PDBBind,TRAIN
PDB_2w47,PDBBind,TRAIN
PDB_2w4x,PDBBind,TRAIN
PDB_2w66,PDBBind,TRAIN
PDB_2w67,PDBBind,TRAIN
PDB_2w8j,PDBBind,TRAIN
PDB_2w8w,PDBBind,TRAIN
PDB_2w8y,PDBBind,TRAIN
PDB_2w9h,PDBBind,TEST
PDB_2wb5,PDBBind,VAL
PDB_2wbg,PDBBind,TRAIN
PDB_2wc3,PDBBind,TRAIN
PDB_2wc4,PDBBind,TRAIN
PDB_2wca,PDBBind,TRAIN
PDB_2wcv,MOAD,TEST
PDB_2we0,MOAD,TRAIN
PDB_2we3,PDBBind,TRAIN
PDB_2wec,PDBBind,TRAIN
PDB_2wed,PDBBind,TRAIN
PDB_2weg,PDBBind,TRAIN
PDB_2weh,PDBBind,TEST
PDB_2wej,PDBBind,VAL
PDB_2weo,PDBBind,TRAIN
PDB_2weq,PDBBind,TRAIN
PDB_2wer,PDBBind,TRAIN
PDB_2wf5,PDBBind,TRAIN
PDB_2wgj,PDBBind,TRAIN
PDB_2whp,PDBBind,TRAIN
PDB_2wjg,PDBBind,TRAIN
PDB_2wk6,PDBBind,TRAIN
PDB_2wky,PDBBind,TRAIN
PDB_2wly,PDBBind,TRAIN
PDB_2wlz,PDBBind,TRAIN
PDB_2wm0,PDBBind,TRAIN
PDB_2wn9,PDBBind,TEST
PDB_2wnc,PDBBind,VAL
PDB_2wnj,PDBBind,TRAIN
PDB_2wos,PDBBind,TRAIN
PDB_2wq5,PDBBind,TRAIN
PDB_2wr8,PDBBind,TRAIN
PDB_2wtv,PDBBind,TRAIN
PDB_2wtx,MOAD,TRAIN
PDB_2wuf,PDBBind,TRAIN
PDB_2wvt,PDBBind,TRAIN
PDB_2wvz,PDBBind,TRAIN
PDB_2wyf,PDBBind,TRAIN
PDB_2wyg,PDBBind,TRAIN
PDB_2wyj,PDBBind,TRAIN
PDB_2wzf,PDBBind,TRAIN
PDB_2wzm,PDBBind,TRAIN
PDB_2wzs,PDBBind,TRAIN
PDB_2x00,PDBBind,TRAIN
PDB_2x05,MOAD,TRAIN
PDB_2x09,PDBBind,TRAIN
PDB_2x0y,PDBBind,VAL
PDB_2x2m,MOAD,TRAIN
PDB_2x2r,PDBBind,TRAIN
PDB_2x4z,PDBBind,TRAIN
PDB_2x5w,MOAD,TRAIN
PDB_2x7t,PDBBind,VAL
PDB_2x7u,PDBBind,TRAIN
PDB_2x8z,PDBBind,TRAIN
PDB_2x91,PDBBind,TRAIN
PDB_2x95,PDBBind,TRAIN
PDB_2x96,PDBBind,TRAIN
PDB_2xab,PDBBind,TRAIN
PDB_2xb7,PDBBind,TRAIN
PDB_2xb8,PDBBind,VAL
PDB_2xbv,PDBBind,TEST
PDB_2xbw,PDBBind,TRAIN
PDB_2xbx,PDBBind,TRAIN
PDB_2xc0,PDBBind,TRAIN
PDB_2xc4,PDBBind,TRAIN
PDB_2xcg,MOAD,TRAIN
PDB_2xd9,PDBBind,TEST
PDB_2xda,PDBBind,TEST
PDB_2xde,PDBBind,TRAIN
PDB_2xdk,PDBBind,TRAIN
PDB_2xdl,PDBBind,TRAIN
PDB_2xdx,PDBBind,TRAIN
PDB_2xg9,PDBBind,TRAIN
PDB_2xhm,PDBBind,TRAIN
PDB_2xht,PDBBind,TRAIN
PDB_2xib,PDBBind,TRAIN
PDB_2xii,PDBBind,VAL
PDB_2xj1,PDBBind,TRAIN
PDB_2xj2,PDBBind,TRAIN
PDB_2xj7,PDBBind,TRAIN
PDB_2xjg,PDBBind,TRAIN
PDB_2xjj,PDBBind,TRAIN
PDB_2xjx,PDBBind,TRAIN
PDB_2xk9,MOAD,TRAIN
PDB_2xm1,PDBBind,TRAIN
PDB_2xm2,PDBBind,TRAIN
PDB_2xmy,PDBBind,VAL
PDB_2xn3,PDBBind,TRAIN
PDB_2xn5,PDBBind,TRAIN
PDB_2xnb,PDBBind,TRAIN
PDB_2xog,PDBBind,TEST
PDB_2xp7,PDBBind,TRAIN
PDB_2xpk,PDBBind,VAL
PDB_2xsb,MOAD,TRAIN
PDB_2xxt,PDBBind,VAL
PDB_2xya,MOAD,TRAIN
PDB_2xys,PDBBind,TEST
PDB_2xyt,PDBBind,TEST
PDB_2y5f,PDBBind,TRAIN
PDB_2y5g,PDBBind,TRAIN
PDB_2y5h,PDBBind,TRAIN
PDB_2y7x,PDBBind,TEST
PDB_2y7z,PDBBind,TRAIN
PDB_2y80,PDBBind,TRAIN
PDB_2y81,PDBBind,TRAIN
PDB_2y82,PDBBind,TRAIN
PDB_2y8c,PDBBind,TRAIN
PDB_2ya6,PDBBind,TRAIN
PDB_2ya7,PDBBind,TRAIN
PDB_2ya8,PDBBind,TEST
PDB_2yay,PDBBind,TEST
PDB_2yaz,PDBBind,TRAIN
PDB_2yb0,PDBBind,TRAIN
PDB_2yb9,MOAD,TRAIN
PDB_2ydt,PDBBind,VAL
PDB_2ydw,PDBBind,TRAIN
PDB_2yek,PDBBind,TRAIN
PDB_2yel,PDBBind,TRAIN
PDB_2yfa,PDBBind,VAL
PDB_2yfe,PDBBind,VAL
PDB_2yfx,PDBBind,TRAIN
PDB_2yge,PDBBind,TRAIN
PDB_2ygf,PDBBind,TRAIN
PDB_2yhw,PDBBind,TRAIN
PDB_2yi0,PDBBind,TRAIN
PDB_2yi7,PDBBind,TRAIN
PDB_2yix,PDBBind,TRAIN
PDB_2yk1,PDBBind,TRAIN
PDB_2yki,PDBBind,TRAIN
PDB_2ymd,PDBBind,TEST
PDB_2yme,PDBBind,VAL
PDB_2ymz,MOAD,TRAIN
PDB_2yoo,MOAD,TRAIN
PDB_2ypi,PDBBind,TRAIN
PDB_2yz3,PDBBind,TRAIN
PDB_2z1w,PDBBind,TRAIN
PDB_2z4o,PDBBind,TRAIN
PDB_2z6j,MOAD,TRAIN
PDB_2z93,MOAD,TRAIN
PDB_2z94,PDBBind,TRAIN
PDB_2za0,PDBBind,TRAIN
PDB_2za5,PDBBind,TRAIN
PDB_2zb1,PDBBind,TRAIN
PDB_2zc9,PDBBind,TRAIN
PDB_2zcq,PDBBind,TEST
PDB_2zcr,PDBBind,VAL
PDB_2zcs,PDBBind,TRAIN
PDB_2zda,PDBBind,TEST
PDB_2zdk,PDBBind,TRAIN
PDB_2zdl,PDBBind,TRAIN
PDB_2zdm,PDBBind,TRAIN
PDB_2zdn,PDBBind,TRAIN
PDB_2ze3,MOAD,TRAIN
PDB_2zfp,PDBBind,VAL
PDB_2zfs,PDBBind,TEST
PDB_2zft,PDBBind,TRAIN
PDB_2zgx,PDBBind,TRAIN
PDB_2zj1,MOAD,TRAIN
PDB_2zjf,MOAD,TRAIN
PDB_2zjw,PDBBind,VAL
PDB_2zkj,PDBBind,TRAIN
PDB_2zmm,PDBBind,TRAIN
PDB_2zn7,PDBBind,TRAIN
PDB_2zof,MOAD,TRAIN
PDB_2zq2,PDBBind,TRAIN
PDB_2zru,MOAD,TRAIN
PDB_2zwz,PDBBind,TRAIN
PDB_2zx6,PDBBind,TRAIN
PDB_2zx7,PDBBind,TRAIN
PDB_2zx8,PDBBind,TRAIN
PDB_2zxd,PDBBind,TRAIN
PDB_2zxg,PDBBind,TRAIN
PDB_2zy1,PDBBind,TRAIN
PDB_2zz2,PDBBind,TRAIN
PDB_3a1c,PDBBind,TRAIN
PDB_3a1d,PDBBind,TRAIN
PDB_3a1e,PDBBind,TRAIN
PDB_3a23,MOAD,TRAIN
PDB_3a2o,PDBBind,TRAIN
PDB_3a4v,MOAD,TEST
PDB_3a5y,PDBBind,TEST
PDB_3a6t,PDBBind,TRAIN
PDB_3a8t,MOAD,TRAIN
PDB_3aas,PDBBind,TEST
PDB_3aau,PDBBind,TRAIN
PDB_3acw,PDBBind,TRAIN
PDB_3acx,PDBBind,TRAIN
PDB_3ahn,PDBBind,TRAIN
PDB_3aho,PDBBind,TRAIN
PDB_3ai8,PDBBind,TRAIN
PDB_3aid,PDBBind,TRAIN
PDB_3aj6,MOAD,TRAIN
PDB_3alt,PDBBind,TEST
PDB_3ao2,PDBBind,TRAIN
PDB_3ao4,PDBBind,TRAIN
PDB_3ao5,PDBBind,VAL
PDB_3ap4,PDBBind,TRAIN
PDB_3aqt,PDBBind,TRAIN
PDB_3ar5,MOAD,TEST
PDB_3arp,PDBBind,TRAIN
PDB_3arq,PDBBind,TRAIN
PDB_3arw,PDBBind,TRAIN
PDB_3arx,PDBBind,TRAIN
PDB_3axm,MOAD,TRAIN
PDB_3axz,PDBBind,TEST
PDB_3b1m,PDBBind,TRAIN
PDB_3b24,PDBBind,TRAIN
PDB_3b25,PDBBind,TRAIN
PDB_3b26,PDBBind,TRAIN
PDB_3b27,PDBBind,TRAIN
PDB_3b3c,PDBBind,TRAIN
PDB_3b3x,PDBBind,TRAIN
PDB_3b4f,PDBBind,TRAIN
PDB_3b4p,PDBBind,TRAIN
PDB_3b50,PDBBind,VAL
PDB_3b5j,MOAD,TRAIN
PDB_3b5r,PDBBind,TRAIN
PDB_3b65,PDBBind,TRAIN
PDB_3b66,PDBBind,VAL
PDB_3b67,PDBBind,TRAIN
PDB_3b68,PDBBind,TRAIN
PDB_3b7i,PDBBind,TRAIN
PDB_3b7j,PDBBind,TEST
PDB_3b7r,PDBBind,VAL
PDB_3b7u,PDBBind,TRAIN
PDB_3b92,PDBBind,TEST
PDB_3bbf,PDBBind,TRAIN
PDB_3be9,PDBBind,TRAIN
PDB_3bex,PDBBind,TRAIN
PDB_3bf1,MOAD,TRAIN
PDB_3bft,PDBBind,TRAIN
PDB_3bfu,PDBBind,TRAIN
PDB_3bgb,PDBBind,TRAIN
PDB_3bgc,PDBBind,VAL
PDB_3bgq,PDBBind,TRAIN
PDB_3bgs,PDBBind,TRAIN
PDB_3bgz,PDBBind,TRAIN
PDB_3bjc,MOAD,TRAIN
PDB_3bkk,PDBBind,VAL
PDB_3bkl,PDBBind,TRAIN
PDB_3bl0,PDBBind,TRAIN
PDB_3bl1,PDBBind,TRAIN
PDB_3bl7,MOAD,TRAIN
PDB_3bpc,PDBBind,TRAIN
PDB_3bqc,PDBBind,VAL
PDB_3bra,PDBBind,TRAIN
PDB_3brn,PDBBind,TRAIN
PDB_3bu1,PDBBind,TRAIN
PDB_3buf,PDBBind,TRAIN
PDB_3bug,PDBBind,TRAIN
PDB_3buh,PDBBind,TRAIN
PDB_3bvb,PDBBind,TRAIN
PDB_3bxd,MOAD,TEST
PDB_3bxe,PDBBind,TRAIN
PDB_3bxf,PDBBind,TRAIN
PDB_3bxg,PDBBind,TRAIN
PDB_3bxh,PDBBind,TRAIN
PDB_3c1x,MOAD,TRAIN
PDB_3c2f,PDBBind,TRAIN
PDB_3c2o,PDBBind,TRAIN
PDB_3c2r,PDBBind,TRAIN
PDB_3c2u,PDBBind,VAL
PDB_3c39,PDBBind,VAL
PDB_3c4h,PDBBind,TRAIN
PDB_3c52,PDBBind,TEST
PDB_3c56,PDBBind,TEST
PDB_3c6k,MOAD,TEST
PDB_3c79,PDBBind,TRAIN
PDB_3c84,PDBBind,VAL
PDB_3c8z,MOAD,TRAIN
PDB_3cb0,MOAD,TEST
PDB_3cct,PDBBind,TRAIN
PDB_3ccw,PDBBind,TRAIN
PDB_3ccz,PDBBind,TRAIN
PDB_3cd0,PDBBind,TRAIN
PDB_3cd5,PDBBind,TRAIN
PDB_3cd7,PDBBind,TRAIN
PDB_3cda,PDBBind,TRAIN
PDB_3cf8,PDBBind,TEST
PDB_3cft,PDBBind,TRAIN
PDB_3ch6,MOAD,VAL
PDB_3cj2,PDBBind,TRAIN
PDB_3cj4,PDBBind,TRAIN
PDB_3cj5,PDBBind,VAL
PDB_3ckb,PDBBind,VAL
PDB_3cke,PDBBind,TRAIN
PDB_3ckp,PDBBind,TEST
PDB_3ckz,PDBBind,VAL
PDB_3cl0,PDBBind,TRAIN
PDB_3cm2,PDBBind,TRAIN
PDB_3cow,PDBBind,TRAIN
PDB_3coy,PDBBind,TRAIN
PDB_3coz,PDBBind,TRAIN
PDB_3cql,MOAD,TEST
PDB_3ctr,MOAD,TRAIN
PDB_3ctt,PDBBind,TRAIN
PDB_3cv7,MOAD,TRAIN
PDB_3cy2,MOAD,TRAIN
PDB_3cyw,PDBBind,TRAIN
PDB_3cyx,PDBBind,TRAIN
PDB_3cyz,PDBBind,TRAIN
PDB_3cz1,PDBBind,TRAIN
PDB_3czv,PDBBind,TEST
PDB_3d04,MOAD,TRAIN
PDB_3d0b,PDBBind,TEST
PDB_3d0e,PDBBind,TRAIN
PDB_3d1x,PDBBind,TRAIN
PDB_3d1y,PDBBind,TRAIN
PDB_3d1z,PDBBind,TRAIN
PDB_3d4y,PDBBind,VAL
PDB_3d4z,PDBBind,TRAIN
PDB_3d50,PDBBind,TRAIN
PDB_3d51,PDBBind,TRAIN
PDB_3d52,PDBBind,TRAIN
PDB_3d6o,PDBBind,TRAIN
PDB_3d6p,PDBBind,TRAIN
PDB_3d78,PDBBind,TRAIN
PDB_3d7k,PDBBind,TRAIN
PDB_3d7z,PDBBind,TRAIN
PDB_3d83,PDBBind,TRAIN
PDB_3d8w,PDBBind,TRAIN
PDB_3d8z,PDBBind,TRAIN
PDB_3d91,PDBBind,TRAIN
PDB_3d9z,PDBBind,TRAIN
PDB_3da9,PDBBind,TRAIN
PDB_3dbu,PDBBind,TRAIN
PDB_3dc3,PDBBind,TEST
PDB_3dcc,PDBBind,TRAIN
PDB_3dd0,PDBBind,VAL
PDB_3dd8,PDBBind,VAL
PDB_3ddf,PDBBind,TRAIN
PDB_3ddg,PDBBind,TRAIN
PDB_3dek,MOAD,TRAIN
PDB_3djf,MOAD,TRAIN
PDB_3djk,PDBBind,TRAIN
PDB_3djo,PDBBind,VAL
PDB_3djp,PDBBind,TRAIN
PDB_3djq,PDBBind,TRAIN
PDB_3djv,PDBBind,TRAIN
PDB_3djx,PDBBind,TRAIN
PDB_3dk1,PDBBind,TRAIN
PDB_3dlg,MOAD,TRAIN
PDB_3dnd,PDBBind,TRAIN
PDB_3dne,PDBBind,TRAIN
PDB_3dnt,MOAD,TRAIN
PDB_3dp4,PDBBind,TRAIN
PDB_3dp9,PDBBind,TRAIN
PDB_3dst,MOAD,TRAIN
PDB_3dwb,MOAD,TRAIN
PDB_3dx1,PDBBind,TEST
PDB_3dx2,PDBBind,TRAIN
PDB_3dx3,PDBBind,TRAIN
PDB_3dx4,PDBBind,TRAIN
PDB_3dyo,PDBBind,TRAIN
PDB_3dz6,MOAD,TEST
PDB_3dzt,PDBBind,TRAIN
PDB_3e12,PDBBind,TRAIN
PDB_3e2m,MOAD,TEST
PDB_3e3c,PDBBind,TRAIN
PDB_3e5a,PDBBind,TRAIN
PDB_3e5u,PDBBind,TRAIN
PDB_3e6y,PDBBind,TRAIN
PDB_3e7o,MOAD,TRAIN
PDB_3e8n,MOAD,TRAIN
PDB_3e92,PDBBind,TEST
PDB_3e93,PDBBind,TEST
PDB_3eax,PDBBind,TEST
PDB_3eb1,PDBBind,TRAIN
PDB_3ebh,PDBBind,TRAIN
PDB_3ebi,PDBBind,TRAIN
PDB_3ebl,PDBBind,TRAIN
PDB_3ebo,PDBBind,TRAIN
PDB_3ebp,PDBBind,VAL
PDB_3ecn,MOAD,TRAIN
PDB_3ed0,PDBBind,TRAIN
PDB_3eel,MOAD,TRAIN
PDB_3efs,MOAD,VAL
PDB_3eft,PDBBind,TRAIN
PDB_3egt,PDBBind,TRAIN
PDB_3ehx,PDBBind,TRAIN
PDB_3ehy,PDBBind,VAL
PDB_3ejp,PDBBind,TRAIN
PDB_3ejq,PDBBind,TRAIN
PDB_3ejr,PDBBind,TRAIN
PDB_3eko,PDBBind,TRAIN
PDB_3ekp,PDBBind,TRAIN
PDB_3ekr,PDBBind,TRAIN
PDB_3ekt,PDBBind,TRAIN
PDB_3ekv,PDBBind,TRAIN
PDB_3ekx,PDBBind,TRAIN
PDB_3el4,PDBBind,TRAIN
PDB_3el5,PDBBind,VAL
PDB_3elc,PDBBind,TRAIN
PDB_3eq9,MOAD,TRAIN
PDB_3eqr,PDBBind,TRAIN
PDB_3evd,PDBBind,TRAIN
PDB_3ewc,PDBBind,TRAIN
PDB_3ewj,PDBBind,TRAIN
PDB_3exe,PDBBind,TRAIN
PDB_3f15,PDBBind,TEST
PDB_3f16,PDBBind,TEST
PDB_3f17,PDBBind,TRAIN
PDB_3f18,PDBBind,TRAIN
PDB_3f19,PDBBind,TEST
PDB_3f1a,PDBBind,TRAIN
PDB_3f33,PDBBind,VAL
PDB_3f34,PDBBind,TRAIN
PDB_3f37,PDBBind,TRAIN
PDB_3f3c,PDBBind,TRAIN
PDB_3f5l,PDBBind,TRAIN
PDB_3f68,PDBBind,VAL
PDB_3f70,PDBBind,TEST
PDB_3f78,PDBBind,TEST
PDB_3f7g,PDBBind,TRAIN
PDB_3f7h,PDBBind,TEST
PDB_3f80,PDBBind,TRAIN
PDB_3f8c,PDBBind,TRAIN
PDB_3f8e,PDBBind,TEST
PDB_3f8f,PDBBind,TRAIN
PDB_3fal,MOAD,VAL
PDB_3fat,PDBBind,TRAIN
PDB_3fcq,PDBBind,TRAIN
PDB_3fed,PDBBind,TRAIN
PDB_3fee,PDBBind,TRAIN
PDB_3fei,MOAD,TRAIN
PDB_3ffg,PDBBind,TRAIN
PDB_3ffp,PDBBind,TRAIN
PDB_3fh7,PDBBind,VAL
PDB_3fhb,PDBBind,TRAIN
PDB_3fj7,PDBBind,TEST
PDB_3fjg,PDBBind,TEST
PDB_3fl5,PDBBind,TRAIN
PDB_3fqe,PDBBind,TRAIN
PDB_3fql,PDBBind,TRAIN
PDB_3fsj,MOAD,TRAIN
PDB_3fuc,PDBBind,TRAIN
PDB_3fur,PDBBind,TRAIN
PDB_3fv1,PDBBind,TRAIN
PDB_3fv2,PDBBind,TRAIN
PDB_3fvk,PDBBind,TRAIN
PDB_3fvl,PDBBind,TRAIN
PDB_3fvn,PDBBind,VAL
PDB_3fw3,MOAD,TRAIN
PDB_3fx6,PDBBind,TRAIN
PDB_3fzn,PDBBind,TRAIN
PDB_3g0e,PDBBind,TRAIN
PDB_3g0i,PDBBind,TRAIN
PDB_3g0w,PDBBind,TRAIN
PDB_3g1d,PDBBind,TRAIN
PDB_3g1v,PDBBind,TRAIN
PDB_3g2y,PDBBind,TRAIN
PDB_3g2z,PDBBind,TRAIN
PDB_3g30,PDBBind,TRAIN
PDB_3g31,PDBBind,TRAIN
PDB_3g32,PDBBind,TRAIN
PDB_3g34,PDBBind,TEST
PDB_3g35,PDBBind,VAL
PDB_3g3n,MOAD,TRAIN
PDB_3g3r,PDBBind,TEST
PDB_3g4g,MOAD,TRAIN
PDB_3g5d,MOAD,TRAIN
PDB_3g5k,PDBBind,TRAIN
PDB_3g9e,MOAD,TRAIN
PDB_3ga5,PDBBind,TRAIN
PDB_3gay,MOAD,TEST
PDB_3gba,PDBBind,TRAIN
PDB_3gbb,PDBBind,TRAIN
PDB_3gbe,PDBBind,TEST
PDB_3gc4,PDBBind,VAL
PDB_3gc5,PDBBind,TRAIN
PDB_3gcs,PDBBind,TRAIN
PDB_3gcu,PDBBind,TRAIN
PDB_3gdt,PDBBind,VAL
PDB_3ge7,PDBBind,TRAIN
PDB_3gf2,MOAD,TEST
PDB_3ggu,PDBBind,TRAIN
PDB_3gi4,PDBBind,TRAIN
PDB_3gi5,PDBBind,TRAIN
PDB_3gi6,PDBBind,TRAIN
PDB_3gjw,PDBBind,TEST
PDB_3gk1,PDBBind,VAL
PDB_3gkz,PDBBind,TEST
PDB_3gm0,PDBBind,VAL
PDB_3gni,MOAD,TRAIN
PDB_3gnw,PDBBind,VAL
PDB_3gqz,PDBBind,TEST
PDB_3gr2,PDBBind,TRAIN
PDB_3gs6,PDBBind,TRAIN
PDB_3gsm,PDBBind,TRAIN
PDB_3gss,PDBBind,TRAIN
PDB_3gst,PDBBind,TRAIN
PDB_3gt9,PDBBind,VAL
PDB_3gta,PDBBind,TRAIN
PDB_3gtc,PDBBind,TRAIN
PDB_3gv9,PDBBind,TRAIN
PDB_3gvb,PDBBind,TRAIN
PDB_3gvu,PDBBind,TRAIN
PDB_3gwt,MOAD,TRAIN
PDB_3gy2,PDBBind,TRAIN
PDB_3gy3,PDBBind,TEST
PDB_3gy4,PDBBind,TRAIN
PDB_3gy7,PDBBind,TRAIN
PDB_3gz8,MOAD,TEST
PDB_3h0a,MOAD,TRAIN
PDB_3h1x,PDBBind,TRAIN
PDB_3h22,MOAD,TRAIN
PDB_3h30,PDBBind,TRAIN
PDB_3h4v,MOAD,TRAIN
PDB_3h5b,PDBBind,TRAIN
PDB_3h78,PDBBind,TRAIN
PDB_3had,MOAD,TRAIN
PDB_3hb4,PDBBind,TRAIN
PDB_3hb5,MOAD,TEST
PDB_3hcm,PDBBind,TRAIN
PDB_3hek,PDBBind,TEST
PDB_3hf8,PDBBind,TRAIN
PDB_3hfb,PDBBind,TRAIN
PDB_3hgm,MOAD,TRAIN
PDB_3hig,PDBBind,TRAIN
PDB_3hk1,PDBBind,TEST
PDB_3hkq,PDBBind,TRAIN
PDB_3hkt,PDBBind,TRAIN
PDB_3hku,PDBBind,TEST
PDB_3hkw,PDBBind,TRAIN
PDB_3hky,PDBBind,TRAIN
PDB_3hl5,PDBBind,TRAIN
PDB_3hl7,PDBBind,TRAIN
PDB_3hl8,PDBBind,TRAIN
PDB_3hll,PDBBind,VAL
PDB_3hmp,PDBBind,TRAIN
PDB_3hok,MOAD,TRAIN
PDB_3hp9,PDBBind,TRAIN
PDB_3hs4,PDBBind,TRAIN
PDB_3hu3,PDBBind,TRAIN
PDB_3hub,PDBBind,TRAIN
PDB_3huc,PDBBind,TRAIN
PDB_3hvi,PDBBind,TRAIN
PDB_3hvj,PDBBind,TRAIN
PDB_3hx3,MOAD,TRAIN
PDB_3hy8,MOAD,TRAIN
PDB_3hy9,MOAD,TEST
PDB_3hzk,PDBBind,TRAIN
PDB_3hzl,MOAD,TRAIN
PDB_3hzm,PDBBind,TEST
PDB_3i3b,PDBBind,TRAIN
PDB_3i4b,PDBBind,TEST
PDB_3i4y,PDBBind,TRAIN
PDB_3i51,PDBBind,TRAIN
PDB_3i5z,PDBBind,TRAIN
PDB_3i60,PDBBind,TRAIN
PDB_3i6o,PDBBind,TRAIN
PDB_3i73,PDBBind,TRAIN
PDB_3i7e,PDBBind,TRAIN
PDB_3i7s,MOAD,TRAIN
PDB_3i8t,MOAD,TRAIN
PDB_3i9g,PDBBind,TRAIN
